"job_id";"sequence_number";"sequence_identifier";"full_name";"sequence_score";"bp_score";"cutoff_head";"cutoff_tail";"identity";"quality";"startpos";"stoppos";"ecolipos";"bps";"gene_bps";"turn";"lca_tax_embl";"lca_tax_greengenes";"lca_tax_ltp";"lca_tax_rdp";"lca_tax_slv"
"264982";"11";"OTU_11";"None";"0";"86";"0";"0";"100";"100";"6427";"23439";"358";"407";"407";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;";"Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;"
"264982";"12";"OTU_12";"None";"0";"90";"0";"0";"100";"100";"6427";"23439";"358";"403";"403";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Acidimicrobidae;Acidimicrobiales;""Acidimicrobineae"";Acidimicrobiaceae;Ilumatobacter;";"Bacteria;Actinobacteria;"
"264982";"13";"OTU_13";"None";"0.99671";"88";"0";"0";"99.0588";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;Flavobacterium;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;"
"264982";"14";"OTU_14";"None";"0.996593";"88";"0";"0";"97.5124";"99";"6427";"23439";"358";"402";"402";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;"
"264982";"15";"OTU_15";"None";"0";"86";"0";"0";"100";"100";"6427";"23439";"358";"407";"407";"none";"Bacteria;";"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;unclassified_Micrococcineae;";"Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;"
"264982";"16";"OTU_16";"None";"0";"86";"0";"0";"100";"100";"6427";"23439";"358";"402";"402";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;";"Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;"
"264982";"17";"OTU_17";"None";"0.996638";"88";"0";"0";"99.5261";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sediminicola;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS3a marine group;"
"264982";"18";"OTU_18";"None";"0.99662";"88";"0";"0";"99.7512";"99";"6427";"23439";"358";"402";"402";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__vestfoldensis;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;"
"264982";"19";"OTU_19";"None";"0";"88";"0";"0";"100";"100";"6427";"23439";"358";"405";"405";"none";"Bacteria;Cyanobacteria;Nostocales;Nostocaceae;Aphanizomenon;";"k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__Dolichospermum;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family I;GpI;";"Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyI;"
"264982";"20";"OTU_20";"None";"0.992605";"88";"0";"0";"99.0074";"99";"6427";"23439";"358";"403";"403";"none";"Bacteria;";"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Acidimicrobidae;Acidimicrobiales;""Acidimicrobineae"";Acidimicrobiaceae;Ilumatobacter;";"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;"
"264982";"21";"OTU_21";"None";"0.996608";"88";"0";"0";"99.7543";"99";"6427";"23439";"358";"407";"407";"none";"Bacteria;";"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;";"Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;"
"264982";"22";"OTU_22";"None";"0";"89";"0";"0";"100";"100";"6427";"23439";"358";"402";"402";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;"
"264982";"23";"OTU_23";"None";"0.994471";"89";"0";"0";"99.2974";"99";"6427";"23439";"358";"427";"427";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;"
"264982";"24";"OTU_24";"None";"0.990009";"88";"0";"0";"96.6825";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;Polaribacter;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;"
"264982";"25";"OTU_25";"None";"0";"90";"0";"0";"100";"100";"6427";"23439";"358";"404";"404";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family II;GpIIa;";"Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;"
"264982";"26";"OTU_26";"None";"0.987488";"89";"0";"0";"90.5213";"98";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;"
"264982";"27";"OTU_27";"None";"0.972129";"89";"0";"0";"94.3069";"97";"6427";"23439";"358";"403";"403";"none";"Bacteria;";"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Acidimicrobidae;Acidimicrobiales;""Acidimicrobineae"";Acidimicrobiaceae;Ilumatobacter;";"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;"
"264982";"28";"OTU_28";"None";"0.986729";"87";"0";"0";"99.005";"98";"6427";"23439";"358";"402";"402";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;"
"264982";"29";"OTU_29";"None";"0.988982";"89";"0";"0";"98.0099";"98";"6427";"23439";"358";"402";"402";"none";"Unclassified;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;"
"264982";"30";"OTU_30";"None";"0.996715";"88";"0";"0";"98.8152";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;Flavobacterium;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;"
"264982";"31";"OTU_31";"None";"0.996742";"88";"0";"0";"98.1043";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;Flavobacterium;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;"
"264982";"32";"OTU_32";"None";"0.987698";"86";"0";"0";"96.0396";"98";"6427";"23439";"358";"403";"403";"none";"Unclassified;";"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;";"Bacteria;Cyanobacteria;Chloroplast;"
"264982";"33";"OTU_33";"None";"0.993949";"87";"0";"0";"98.3412";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;Polaribacter;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;"
"264982";"34";"OTU_34";"None";"0";"90";"0";"0";"100";"100";"6427";"23439";"358";"404";"404";"none";"Bacteria;";"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family II;GpIIa;";"Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;"
"264982";"35";"OTU_35";"None";"0.996583";"89";"0";"0";"95.2607";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Cryomorphaceae;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;"
"264982";"36";"OTU_36";"None";"0.955948";"90";"0";"0";"93.5323";"95";"6427";"23439";"358";"402";"402";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"264982";"37";"OTU_37";"None";"0.989518";"87";"0";"0";"98.5816";"98";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;Flavobacterium;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;"
"264982";"38";"OTU_38";"None";"0.993366";"88";"0";"0";"97.2028";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;unclassified_Flavobacteriaceae;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;"
"264982";"39";"OTU_39";"None";"0.925587";"84";"0";"0";"88.5086";"92";"6427";"23439";"358";"407";"407";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bacillariophyta;";"Bacteria;Cyanobacteria;Chloroplast;"
"264982";"40";"OTU_40";"None";"0.996707";"88";"0";"0";"99.5272";"99";"6427";"23439";"358";"421";"421";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;";"Unclassified;";"Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";""Cyclobacteriaceae"";Algoriphagus;";"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;"
"264982";"41";"OTU_41";"None";"0.991764";"89";"0";"0";"93.6019";"99";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Cryomorphaceae;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;"
"264982";"42";"OTU_42";"None";"0.996597";"87";"0";"0";"99.5025";"99";"6427";"23439";"358";"402";"402";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Hyphomonas;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;";"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;"
"264982";"43";"OTU_43";"None";"0";"89";"0";"0";"100";"100";"6427";"23439";"358";"427";"427";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188;g__HTCC;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;";"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;"
"264982";"44";"OTU_44";"None";"0";"89";"0";"0";"100";"100";"6427";"23439";"358";"404";"404";"none";"Bacteria;";"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family II;GpIIa;";"Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;"
"264982";"45";"OTU_45";"None";"0.986904";"89";"0";"0";"90.2844";"98";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;"
"264982";"46";"OTU_46";"None";"0.980864";"89";"0";"0";"95.297";"98";"6427";"23439";"358";"403";"403";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Acidimicrobidae;Acidimicrobiales;""Acidimicrobineae"";Acidimicrobiaceae;Ilumatobacter;";"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;"
"264982";"47";"OTU_47";"None";"0.986081";"88";"0";"0";"98.5948";"98";"6427";"23439";"358";"427";"427";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Candidatus Portiera;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;unclassified_Gammaproteobacteria;";"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;"
"264982";"48";"OTU_48";"None";"0.996769";"89";"0";"0";"99.5305";"99";"6427";"23439";"358";"426";"426";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;";"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;"
"264982";"49";"OTU_49";"None";"0";"86";"0";"0";"100";"100";"6427";"23439";"358";"405";"405";"none";"Bacteria;Cyanobacteria;Nostocales;Nostocaceae;";"k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__Nodularia;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family I;GpI;";"Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyI;"
"264982";"50";"OTU_50";"None";"0.996637";"89";"0";"0";"99.2593";"99";"6427";"23439";"358";"404";"404";"none";"Unclassified;";"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cryptophyta;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Cryptomonadaceae;";"Bacteria;Cyanobacteria;Chloroplast;"
"264982";"51";"OTU_51";"None";"0.992465";"88";"0";"0";"96.4871";"99";"6427";"23439";"358";"427";"427";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__HTCC2207;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;";"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;SAR92 clade;"
"264982";"52";"OTU_52";"None";"0.996778";"88";"0";"0";"97.8873";"99";"6427";"23439";"358";"426";"426";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;"
"264982";"53";"OTU_53";"None";"0.979056";"86";"0";"0";"90.0474";"97";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;";"Unclassified;";"Bacteria;""Bacteroidetes"";unclassified_""Bacteroidetes"";";"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group;"
"264982";"54";"OTU_54";"None";"0.935176";"90";"0";"0";"87.5931";"93";"6427";"23442";"358";"402";"402";"none";"Unclassified;";"k__Bacteria;p__Chloroflexi;c__SL56;";"Unclassified;";"Bacteria;";"Bacteria;Chloroflexi;SL56 marine group;"
"264982";"55";"OTU_55";"None";"0.987157";"88";"0";"0";"93.6019";"98";"6427";"23439";"358";"422";"422";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola;";"Unclassified;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Cryomorphaceae;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;"
"264982";"56";"OTU_56";"None";"0.99666";"88";"0";"0";"99.7525";"99";"6427";"23439";"358";"404";"404";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;";"Unclassified;";"Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family II;GpIIa;";"Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Microcystis;"
"264982";"57";"OTU_57";"None";"0.996612";"88";"0";"0";"99.7543";"99";"6427";"23439";"358";"407";"407";"none";"Bacteria;";"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;";"Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;"
"264982";"58";"OTU_58";"None";"0.996803";"89";"0";"0";"100";"99";"6427";"23439";"358";"427";"427";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;"
