9355506	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_rpkm_gene_table'	2016-12-19T11:20:55	00:03:21	.	4	2.6	.	m58	.
9355508	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_rpkm_gene_table'	2016-12-19T11:22:06	00:03:03	overbooked:50%,cores_overbooked:4:2,mem_overbooked:32:2.2,core_mem_overbooked:16:2.2	4	2.2	4	m11	/sw/share/slurm/milou/uppmax_jobstats/m11/9355508
9355513	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T11:22:36	00:03:33	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:2.3,core_mem_overbooked:8:2.3	4	2.3	4	m30	/sw/share/slurm/milou/uppmax_jobstats/m30/9355513
9355510	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T11:23:39	00:04:36	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:2.7,core_mem_overbooked:8:2.7	4	2.7	4	m11	/sw/share/slurm/milou/uppmax_jobstats/m11/9355510
9355516	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T11:23:42	00:04:39	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:2.7,core_mem_overbooked:8:2.7	4	2.7	4	m30	/sw/share/slurm/milou/uppmax_jobstats/m30/9355516
9355512	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_rpkm_gene_table'	2016-12-19T11:25:16	00:06:13	overbooked:50%,cores_overbooked:4:2,mem_overbooked:32:3.4,core_mem_overbooked:16:3.4	4	3.4	4	m30	/sw/share/slurm/milou/uppmax_jobstats/m30/9355512
9355515	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T11:25:36	00:06:33	overbooked:50%,cores_overbooked:4:2,mem_overbooked:32:3.1,core_mem_overbooked:16:3.1	4	3.1	4	m30	/sw/share/slurm/milou/uppmax_jobstats/m30/9355515
9355511	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T11:25:46	00:06:43	overbooked:50%,cores_overbooked:4:2,mem_overbooked:32:3.1,core_mem_overbooked:16:3.1	4	3.1	4	m204	/sw/share/slurm/milou/uppmax_jobstats/m204/9355511
9355517	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T11:28:43	00:07:09	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:3.7,core_mem_overbooked:8:3.7	4	3.7	4	m11	/sw/share/slurm/milou/uppmax_jobstats/m11/9355517
9355518	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_rpkm_gene_table'	2016-12-19T11:28:50	00:07:16	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:3.8,core_mem_overbooked:8:3.8	4	3.8	4	m58	/sw/share/slurm/milou/uppmax_jobstats/m58/9355518
9355519	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T11:30:04	00:08:30	overbooked:50%,cores_overbooked:4:2,mem_overbooked:32:4,core_mem_overbooked:16:4	4	4.0	4	m66	/sw/share/slurm/milou/uppmax_jobstats/m66/9355519
9355543	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:33:43	00:02:07	.	2	0.0	.	m66	.
9355537	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:33:43	00:02:07	.	2	0.0	.	m66	.
9355553	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:33:50	00:02:14	.	2	0.0	.	m69	.
9355527	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:41:37	00:02:07	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:2:0,mem_overbooked:16:0	2	0.0	2	m36	/sw/share/slurm/milou/uppmax_jobstats/m36/9355527
9355528	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:41:37	00:02:07	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:2:0,mem_overbooked:16:0	2	0.0	2	m36	/sw/share/slurm/milou/uppmax_jobstats/m36/9355528
9355520	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:44:08	00:04:38	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:1.3,core_mem_overbooked:8:1.3	2	1.3	2	m16	/sw/share/slurm/milou/uppmax_jobstats/m16/9355520
9355531	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:44:58	00:05:28	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:1.6,core_mem_overbooked:8:1.6	2	1.6	2	m66	/sw/share/slurm/milou/uppmax_jobstats/m66/9355531
9355533	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:45:42	00:02:06	overbooked:0%,!!half_overbooked,!!severely_overbooked,cores_overbooked:2:0,mem_overbooked:16:0	2	0.0	2	m16	/sw/share/slurm/milou/uppmax_jobstats/m16/9355533
9355532	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:45:42	00:02:06	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:0,core_mem_overbooked:8:0	2	0.0	2	m16	/sw/share/slurm/milou/uppmax_jobstats/m16/9355532
9355535	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:45:43	00:02:07	.	2	0.0	.	m43	.
9355541	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:45:51	00:02:15	.	2	1.9	.	m69	.
9355546	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:48:13	00:04:37	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:1.7,core_mem_overbooked:8:1.7	2	1.7	2	m69	/sw/share/slurm/milou/uppmax_jobstats/m69/9355546
9355558	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:49:41	00:02:05	.	2	0.0	.	m43	.
9355559	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:49:41	00:02:05	.	2	0.0	.	m36	.
9355560	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:49:41	00:02:05	.	2	0.0	.	m36	.
9355552	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:49:46	00:02:10	.	2	0.0	.	m103	.
9355550	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:49:46	00:02:10	.	2	0.0	.	m103	.
9355557	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:49:46	00:02:10	.	2	0.0	.	m103	.
9355556	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:49:46	00:02:10	.	2	0.0	.	m103	.
9355562	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:50:11	00:02:35	.	2	2.3	.	m66	.
9355540	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:51:38	00:02:23	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:2.3,core_mem_overbooked:8:2.3	2	2.3	2	m16	/sw/share/slurm/milou/uppmax_jobstats/m16/9355540
9355525	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:51:53	00:02:07	.	2	0.0	.	m186	.
9355538	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:51:53	00:02:07	.	2	0.0	.	m186	.
9355524	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:51:53	00:02:07	.	2	0.0	.	m186	.
9355548	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:51:53	00:02:07	.	2	0.0	.	m186	.
9355554	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:51:53	00:02:07	.	2	0.0	.	m186	.
9355539	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:53:15	00:03:29	.	2	4.0	.	m186	.
9355522	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:55:11	00:05:25	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:3.7,core_mem_overbooked:8:3.7	2	3.7	2	m186	/sw/share/slurm/milou/uppmax_jobstats/m186/9355522
9355529	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:57:42	00:02:06	.	2	0.0	.	m16	.
9355547	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:57:46	00:02:10	.	2	0.0	.	m15	.
9355536	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T11:57:46	00:02:10	.	2	0.0	.	m15	.
9355544	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:01:41	00:02:05	.	2	0.0	.	m186	.
9355542	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:01:41	00:02:05	.	2	0.0	.	m186	.
9355551	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:01:46	00:02:10	.	2	0.0	2	m72	/sw/share/slurm/milou/uppmax_jobstats/m72/9355551
9355526	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:03:20	00:03:44	.	2	4.9	.	m186	.
9355523	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:05:36	00:06:00	overbooked:50%,cores_overbooked:2:1	2	4.5	2	m186	/sw/share/slurm/milou/uppmax_jobstats/m186/9355523
9355530	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:06:58	00:27:28	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:2.1,core_mem_overbooked:8:2.1	2	2.1	2	m66	/sw/share/slurm/milou/uppmax_jobstats/m66/9355530
9355521	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:07:53	00:28:23	.	2	2.2	2	m36	/sw/share/slurm/milou/uppmax_jobstats/m36/9355521
9355534	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:10:15	00:26:39	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:1.8,core_mem_overbooked:8:1.8	2	1.8	2	m110	/sw/share/slurm/milou/uppmax_jobstats/m110/9355534
9355555	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:12:00	00:02:08	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:0,core_mem_overbooked:8:0	2	0.0	2	m50	/sw/share/slurm/milou/uppmax_jobstats/m50/9355555
9355561	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:15:16	00:25:30	overbooked:50%,cores_overbooked:2:1,mem_overbooked:16:3.8,core_mem_overbooked:8:3.8	2	3.8	2	m186	/sw/share/slurm/milou/uppmax_jobstats/m186/9355561
9355549	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_quant_coverage_annotation_table'	2016-12-19T12:24:39	00:25:03	.	2	4.5	2	m66	/sw/share/slurm/milou/uppmax_jobstats/m66/9355549
9355514	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T14:20:46	03:33:14	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m149	/sw/share/slurm/milou/uppmax_jobstats/m149/9355514
9355545	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_view_to_tab'	2016-12-19T14:24:25	00:00:42	.	1	0.5	.	m11	.
9358472	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_rpkm_gene_table'	2016-12-19T16:01:31	00:03:40	.	4	0.2	.	m155	.
9358449	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T16:03:51	00:18:00	overbooked:50%,cores_overbooked:4:2,mem_overbooked:32:2.4,core_mem_overbooked:16:2.4	4	2.4	4	m57	/sw/share/slurm/milou/uppmax_jobstats/m57/9358449
9358464	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T16:05:42	00:19:51	overbooked:75%,cores_overbooked:4:3,mem_overbooked:32:3.2,core_mem_overbooked:24:3.2	4	3.2	4	m57	/sw/share/slurm/milou/uppmax_jobstats/m57/9358464
9358406	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T16:06:28	00:20:37	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:3.4,core_mem_overbooked:8:3.4	4	3.4	4	m99	/sw/share/slurm/milou/uppmax_jobstats/m99/9358406
9358484	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T16:17:40	00:01:47	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:2,core_mem_overbooked:8:2	4	2.0	4	m85	/sw/share/slurm/milou/uppmax_jobstats/m85/9358484
9358474	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T16:18:55	00:03:02	.	4	2.6	.	m26	.
9358501	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T16:22:26	00:06:33	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:3.6,core_mem_overbooked:8:3.6	4	3.6	4	m176	/sw/share/slurm/milou/uppmax_jobstats/m176/9358501
9358510	milou	COMPLETED	alneberg	b2010008	'snakemake_bowtie2_raw_counts_gene_table'	2016-12-19T16:24:33	00:04:40	overbooked:25%,!!half_overbooked,cores_overbooked:4:1,mem_overbooked:32:3.1,core_mem_overbooked:8:3.1	4	3.1	4	m176	/sw/share/slurm/milou/uppmax_jobstats/m176/9358510
9358398	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T18:50:40	03:52:52	node_type_overbooked:mem512GB:mem128GB	16	9.7	16	m128	/sw/share/slurm/milou/uppmax_jobstats/m128/9358398
9358399	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T18:50:44	03:52:56	node_type_overbooked:mem512GB:mem128GB	16	9.7	16	m136	/sw/share/slurm/milou/uppmax_jobstats/m136/9358399
9358397	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T18:50:49	03:53:01	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m154	/sw/share/slurm/milou/uppmax_jobstats/m154/9358397
9358401	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T18:51:08	03:35:19	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m140	/sw/share/slurm/milou/uppmax_jobstats/m140/9358401
9358400	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T18:59:01	03:53:14	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m151	/sw/share/slurm/milou/uppmax_jobstats/m151/9358400
9358402	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T19:03:16	03:47:27	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m148	/sw/share/slurm/milou/uppmax_jobstats/m148/9358402
9358403	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T19:15:03	03:37:12	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m145	/sw/share/slurm/milou/uppmax_jobstats/m145/9358403
9358404	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T19:29:46	03:39:55	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m149	/sw/share/slurm/milou/uppmax_jobstats/m149/9358404
9358405	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T20:00:38	03:29:37	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m153	/sw/share/slurm/milou/uppmax_jobstats/m153/9358405
9358407	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T21:03:39	03:37:44	node_type_overbooked:mem512GB:mem128GB	16	9.7	16	m137	/sw/share/slurm/milou/uppmax_jobstats/m137/9358407
9358421	milou	NODE_FAIL	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T21:11:57	00:05:38	.	16	-1	.	m137	.
9358601	milou	CANCELLED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_view_to_tab'	.	00:00:00	not_run	0	.	.	.
9358408	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T21:18:45	03:33:03	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m150	/sw/share/slurm/milou/uppmax_jobstats/m150/9358408
9359227	milou	COMPLETED	connys	b2010008	'ds10_lmo1'	2016-12-19T21:21:25	00:09:01	.	1	0.5	1	m110	/sw/share/slurm/milou/uppmax_jobstats/m110/9359227
9358409	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T21:27:50	03:39:01	.	16	9.7	16	m207	/sw/share/slurm/milou/uppmax_jobstats/m207/9358409
9359229	milou	COMPLETED	connys	b2010008	'ds5_lmo1'	2016-12-19T21:29:05	00:04:42	.	1	0.6	1	m110	/sw/share/slurm/milou/uppmax_jobstats/m110/9359229
9359228	milou	COMPLETED	connys	b2010008	'ds20_lmo1'	2016-12-19T22:09:38	00:45:15	.	1	0.5	1	m92	/sw/share/slurm/milou/uppmax_jobstats/m92/9359228
9358410	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T22:28:22	04:18:46	.	16	9.7	16	m69	/sw/share/slurm/milou/uppmax_jobstats/m69/9358410
9358411	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T23:12:08	04:11:59	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m151	/sw/share/slurm/milou/uppmax_jobstats/m151/9358411
9358412	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T23:14:09	04:10:00	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m148	/sw/share/slurm/milou/uppmax_jobstats/m148/9358412
9359285	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-19T23:16:38	00:04:06	.	1	0.6	1	m50	/sw/share/slurm/milou/uppmax_jobstats/m50/9359285
9358414	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T23:28:46	04:12:40	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m145	/sw/share/slurm/milou/uppmax_jobstats/m145/9358414
9359289	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-19T23:32:22	00:01:49	.	1	0.4	1	m50	/sw/share/slurm/milou/uppmax_jobstats/m50/9359289
9358413	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T23:33:30	04:25:21	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m144	/sw/share/slurm/milou/uppmax_jobstats/m144/9358413
9358416	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T23:40:32	04:02:18	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m149	/sw/share/slurm/milou/uppmax_jobstats/m149/9358416
9358415	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-19T23:42:36	04:08:22	node_type_overbooked:mem512GB:mem128GB	16	9.7	16	m129	/sw/share/slurm/milou/uppmax_jobstats/m129/9358415
9359290	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-19T23:48:31	00:01:54	.	1	0.1	.	m16	.
9358417	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T00:16:30	04:12:14	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m153	/sw/share/slurm/milou/uppmax_jobstats/m153/9358417
9358418	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T00:32:20	04:04:03	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m140	/sw/share/slurm/milou/uppmax_jobstats/m140/9358418
9358420	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T00:36:21	04:06:52	node_type_overbooked:mem512GB:mem128GB	16	9.8	16	m136	/sw/share/slurm/milou/uppmax_jobstats/m136/9358420
9359309	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-20T00:41:42	00:04:59	.	1	0.6	1	m17	/sw/share/slurm/milou/uppmax_jobstats/m17/9359309
9358419	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T00:47:00	04:18:43	node_type_overbooked:mem512GB:mem128GB	16	9.8	16	m128	/sw/share/slurm/milou/uppmax_jobstats/m128/9358419
9359312	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-20T01:05:10	00:04:27	.	1	0.6	.	m16	.
9359315	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-20T01:19:13	00:02:30	.	1	0.0	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/9359315
9359317	milou	CANCELLED	connys	b2010008	'ds5'	.	00:00:00	not_run	0	.	.	.
9358423	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T01:30:27	04:02:19	.	16	9.7	16	m207	/sw/share/slurm/milou/uppmax_jobstats/m207/9358423
9359318	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-20T01:35:11	00:04:26	.	1	0.5	1	m156	/sw/share/slurm/milou/uppmax_jobstats/m156/9359318
9358422	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T01:37:24	04:13:01	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m150	/sw/share/slurm/milou/uppmax_jobstats/m150/9358422
9358424	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T01:41:51	03:13:10	.	16	9.7	16	m69	/sw/share/slurm/milou/uppmax_jobstats/m69/9358424
9359322	milou	CANCELLED	connys	b2010008	'ds5'	.	00:00:00	not_run	0	.	.	.
9359320	milou	COMPLETED	connys	b2010008	'ds5'	2016-12-20T01:45:14	00:04:27	.	1	0.5	.	m11	.
9358425	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T02:28:04	03:15:33	node_type_overbooked:mem256GB:mem128GB	16	9.7	16	m151	/sw/share/slurm/milou/uppmax_jobstats/m151/9358425
9358427	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T02:47:11	03:27:13	node_type_overbooked:mem256GB:mem128GB	16	9.8	16	m148	/sw/share/slurm/milou/uppmax_jobstats/m148/9358427
9358426	milou	COMPLETED	alneberg	b2010008	'snakemake_taxonomy_annotation_diamond_search'	2016-12-20T02:47:13	03:27:15	.	16	9.8	16	m60	/sw/share/slurm/milou/uppmax_jobstats/m60/9358426
